id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path,sample_id,decision
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G8,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G8,eligible_not_selected_by_fixed_cap
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G9,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G9,eligible_not_selected_by_fixed_cap
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_VIV_V1,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_VIV_V1,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_VIV_V2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_VIV_V2,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_VIV_V3,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_VIV_V3,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_VIV_V4,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_VIV_V4,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_VIV_V5,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_VIV_V5,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_VIV_V6,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_VIV_V6,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_VIV_V7,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_VIV_V7,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_VIV_V8,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_VIV_V8,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_VIV_V9,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_VIV_V9,outside_selected_subgroup_or_control
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_FLT_C_Rep4_M28,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_FLT_C_Rep4_M28,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_FLT_C_Rep5_M30,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_FLT_C_Rep5_M30,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,Mini Cold Bag to -80C freezer,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,outside_selected_subgroup_or_control
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,Mini Cold Bag to -80C freezer,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,outside_selected_subgroup_or_control
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_GC_C_Rep1_M36,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_GC_C_Rep1_M36,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_GC_C_Rep2_M37,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_GC_C_Rep2_M37,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_GC_C_Rep3_M38,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_GC_C_Rep3_M38,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_GC_C_Rep4_M39,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_GC_C_Rep4_M39,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_GC_C_Rep5_M40,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RLT buffer homogenized and snap frozen,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_GC_C_Rep5_M40,selected
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_GC_I_Rep1_M31,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,Mini Cold Bag to -80C freezer,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_GC_I_Rep1_M31,outside_selected_subgroup_or_control
OSD-48,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,Mmus_C57-6J_LVR_GC_I_Rep2_M32,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,Mini Cold Bag to -80C freezer,-80 {degree Celsius},,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-48_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,Mmus_C57-6J_LVR_GC_I_Rep2_M32,outside_selected_subgroup_or_control
