model,training_pool,reference,program,omitted_id,response_attribution_gap,retains_full_sign
expression,YA,training_ground_mean_TPM,inflammatory_signaling,GSE298393:GSM9013411,0.03273089673685492,True
expression,YA,training_ground_mean_TPM,inflammatory_signaling,GSE298393:GSM9013412,0.034418990741780564,True
expression,YA,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013398,0.10733870964792568,True
expression,YA,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013399,0.11053053034096524,True
expression,YA,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013400,0.11759521567854672,True
expression,YA,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013410,0.10762551021075872,True
expression,YA,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013411,0.11507023765743574,True
expression,YA,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013412,0.11276870779924322,True
expression,YA,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013398,0.2264491809630504,True
expression,YA,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013399,0.22293159280594604,True
expression,YA,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013400,0.21472580915045406,True
expression,YA,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013410,0.21636077724419428,True
expression,YA,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013411,0.2203909507438528,True
expression,YA,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013412,0.22735485493140345,True
