training_pool,id,sample_index,label,reference,program,kind,replicate,n_genes,renormalized,expression_logit_change,bridge_logit_change,perturbed_logit,original_logit,reference_logit
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,dna_repair,matched_random,17,136,False,-0.030240283703122373,-0.18349890593003693,-7.817657342890243,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,dna_repair,matched_random,17,136,True,-0.10337037777091496,-0.4090738523193522,-7.592082396500928,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,dna_repair,matched_random,18,136,False,0.00219418070781785,-0.00948690216137038,-7.9916693466589095,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,dna_repair,matched_random,18,136,True,-0.05855969715353382,-0.19817234662355077,-7.802983902196729,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,dna_repair,matched_random,19,136,False,-0.0070240614940999535,-0.09500810854115116,-7.906148140279129,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,dna_repair,matched_random,19,136,True,0.015447797345750303,-0.026092309209388986,-7.975063939610891,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,program,-1,43,False,0.003694171036613625,0.03150739013221937,-8.0326636389525,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,program,-1,43,True,0.013165916368031105,0.060612923392682205,-8.061769172212962,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,0,43,False,0.012089824918469105,-0.07215097704033724,-7.929005271779943,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,0,43,True,0.024590495673223245,-0.03380955540114883,-7.967346693419131,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,1,43,False,-0.0032392512148078367,-0.1804975981044663,-7.820658650715814,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,1,43,True,0.0034305364152160678,-0.15992032226063202,-7.841235926559648,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,2,43,False,0.017007301472787617,0.056501564770542245,-8.057657813590822,-8.00115624882028,-5.8252854711124655
