model,training_pool,id,sample_index,label,reference,program,label_display,n_genes,mean_log1p_TPM_difference,fraction_genes_above_reference,signed_IG_logit,positive_IG_logit,opposing_IG_logit
expression,OS,GSE298393:GSM9013405,7,1,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.10686926281873564,0.6502732240437158,0.1530962659395559,0.18560742173031963,0.03251115579076373
expression,OS,GSE298393:GSM9013405,7,1,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.23011636909316568,0.8431372549019608,0.1601092973003389,0.167451525936208,0.007342228635869081
expression,OS,GSE298393:GSM9013405,7,1,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.16260397570011648,0.6684210526315789,0.2812414270587518,0.29708965994038605,0.015848232881634183
expression,OS,GSE298393:GSM9013405,7,1,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.058452385892240985,0.6994219653179191,0.0902172956272512,0.10898657033939073,0.018769274712139534
expression,OS,GSE298393:GSM9013405,7,1,training_all_mean_TPM,dna_repair,DNA repair expression,136,0.122452265363844,0.8088235294117647,0.10905050227799606,0.12647830121911852,0.017427798941122445
expression,OS,GSE298393:GSM9013405,7,1,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.08380196728678636,0.627906976744186,0.012934274072757913,0.028643873282083156,0.01570959920932524
expression,OS,GSE298393:GSM9013405,7,1,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.03500711568758462,0.5737704918032787,0.03968692070361881,0.09789698567831528,0.05821006497469648
expression,OS,GSE298393:GSM9013405,7,1,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.12960932367280417,0.803921568627451,0.07702149038724285,0.09084072272917788,0.013819232341935016
expression,OS,GSE298393:GSM9013405,7,1,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.07532315353838433,0.6105263157894737,0.13583205237672913,0.16269777858317958,0.02686572620645044
expression,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.30292203677872015,0.9075144508670521,0.35020735682374393,0.40467475129678315,0.054467394473039256
expression,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,dna_repair,DNA repair expression,136,0.34150255049633627,0.9191176470588235,0.29128137099872836,0.32192637116350886,0.03064500016478051
expression,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.26521522144592086,0.813953488372093,0.015875708644172346,0.06405807835365043,0.04818236970947809
expression,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.17268979262122935,0.6939890710382514,0.18461490174075934,0.2344987563848237,0.04988385464406436
expression,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.31009572700542565,0.8431372549019608,0.2063118265226234,0.2227204003200932,0.01640857379746981
expression,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.11299124066472838,0.631578947368421,0.2473413563915153,0.29234017068300144,0.04499881429148617
expression,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.20660952353753106,0.8728323699421965,0.21258336907966896,0.2800921750898322,0.06750880601016324
expression,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,dna_repair,DNA repair expression,136,0.24681789680000613,0.8897058823529411,0.19211082262973095,0.2352176939304448,0.04310687130071386
expression,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.2039669714001722,0.813953488372093,-0.011557487187181439,0.04438970112856778,0.05594718831574923
expression,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.10082764549007833,0.639344262295082,0.07120555650482221,0.14681402925823284,0.07560847275341061
expression,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.20958868158506413,0.8529411764705882,0.12322401960952736,0.14760089261534004,0.024376873005812684
expression,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.025710418502996234,0.5789473684210527,0.10193198170949261,0.17972962378797086,0.0777976420784783
