gsm,series_id,organism_ch1,title,source_name_ch1,characteristics_ch1,platform_id,library_strategy,library_source,instrument_model,molecule_ch1,submission_date,singlecellprobability,metadata_archs4_file,archs4_version
GSM7912181,GSE248366,Homo sapiens,W013F_D3_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: F,time: Day3,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.009172570767136371,human_gene_v2.5.h5,2.5
GSM7912182,GSE248366,Homo sapiens,W033F_D3_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: F,time: Day3,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.004995200329562717,human_gene_v2.5.h5,2.5
GSM7912183,GSE248366,Homo sapiens,W037M_D3_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: M,time: Day3,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.007384172558701408,human_gene_v2.5.h5,2.5
GSM7912184,GSE248366,Homo sapiens,W040F_D3_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: F,time: Day3,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.010683167211803313,human_gene_v2.5.h5,2.5
GSM7912185,GSE248366,Homo sapiens,W042M_D3_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: M,time: Day3,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.02877619820775883,human_gene_v2.5.h5,2.5
GSM7912186,GSE248366,Homo sapiens,W005M_D6_post_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: M,time: Day6,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.008959657033066974,human_gene_v2.5.h5,2.5
GSM7912187,GSE248366,Homo sapiens,W033F_D6_post_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: F,time: Day6,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.0031006105339345773,human_gene_v2.5.h5,2.5
GSM7912188,GSE248366,Homo sapiens,W037M_D6_post_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: M,time: Day6,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.008670125903638274,human_gene_v2.5.h5,2.5
GSM7912189,GSE248366,Homo sapiens,W040F_D6_post_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: F,time: Day6,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.007022200003248322,human_gene_v2.5.h5,2.5
GSM7912190,GSE248366,Homo sapiens,W042M_D6_post_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: M,time: Day6,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.009476729568413026,human_gene_v2.5.h5,2.5
GSM7912191,GSE248366,Homo sapiens,W043F_D6_post_suG,Human umbilical cord,"tissue: Human umbilical cord,cell line: Human Wharton's Jelly Stem Cells,cell type: Mesenchymal Stem Cells,Sex: F,time: Day6,treatment: Stimulated microgravity",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 21 2023,0.010246092365689978,human_gene_v2.5.h5,2.5
