contrast,study,species,tissue,setting,source,role,pathway,n_genes,n_source_genes,n_canonical_genes,observed_canonical_fraction,source_set_fraction,status,zscore_shift,mean_log_expression_shift,background_centered_shift,rank_shift,leave_one_min,leave_one_max,leave_one_sign_retention,genes_agreeing_fraction,excluding_MYH1_zscore_shift
OSD-599|Heart|9de7889f,OSD-599,mouse,heart,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.7386389886906292,-0.11196954988867702,-0.029563414848643887,-0.0016597636862317744,-0.9796804587698126,-0.4910730438556936,1.0,0.8321167883211679,-0.7386389886906292
OSD-599|Heart|9de7889f,OSD-599,mouse,heart,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.37796769838712274,-0.18126719701185579,-0.09886106197182265,-0.015803413908989428,-0.7548614662211999,-0.11557513995891672,1.0,0.6578947368421053,-0.37366969486444523
OSD-599|Heart|9de7889f,OSD-599,mouse,heart,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.5012729884798931,-0.09088479126103532,-0.00847865622100219,0.0009094944714888031,-0.8441716587060919,-0.1288534922315289,1.0,0.7450980392156863,-0.5012729884798931
OSD-599|Heart|9de7889f,OSD-599,mouse,heart,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.34777968043119784,-0.07163138820907267,0.010774746830960469,0.0032129935430912915,-0.5201629192272182,-0.03778413855555557,1.0,0.6271186440677966,-0.34777968043119784
OSD-599|Heart|9de7889f,OSD-599,mouse,heart,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.3181440180651557,-0.06285005130290156,0.01955608373713158,0.0020978612272076758,-0.4298195018692159,-0.22783841265403149,1.0,0.6705202312138728,-0.3181440180651557
OSD-599|Heart|9de7889f,OSD-599,mouse,heart,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,-0.682286001941955,-0.13846700486134456,-0.05606086982131142,-0.005355483619578494,-0.8879648318581077,-0.4776550986723124,1.0,0.7954545454545454,-0.682286001941955
OSD-599|Heart|9de7889f,OSD-599,mouse,heart,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.6094581484216822,-0.1267441499971631,-0.04433801495712997,-0.007503719539072695,-0.9476207614970402,-0.2520309642182746,1.0,0.7903225806451613,-0.6094581484216822
OSD-599|Heart|9de7889f,OSD-599,mouse,heart,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,-0.5887811993737742,-0.11800110058964419,-0.03559496554961106,-0.004660682181537701,-0.9557927264210193,-0.24240384036679458,1.0,0.7452830188679245,-0.5887811993737742
OSD-599|Heart|9de7889f,OSD-599,mouse,heart,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,-0.3555299078649198,-0.17977432885608202,-0.09736819381604889,-0.010978827801589985,-0.7008617076023027,-0.03222490559239745,1.0,0.6458333333333334,-0.3555299078649198
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,-0.13339466575258868,-0.08859819440387051,-0.07944794549348555,-0.011483374905030264,-0.21807708898271816,-0.055209260021488724,1.0,0.5597826086956522,-0.13339466575258868
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.2083932066969496,-0.021161913509206265,-0.012011664598821303,-0.0011360035553757974,-0.3099736047108357,-0.12907626814695833,1.0,0.6277372262773723,-0.2083932066969496
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.03225319414557563,-0.02731737105028742,-0.01816712213990246,-0.003070088673711835,-0.1163698476839653,0.044249265359978744,0.6666666666666666,0.5210526315789473,-0.039974706481824024
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.11211649665180626,-0.03482676800522988,-0.02567651909484492,-0.002074457654256401,-0.1913642476830446,-0.027778397760677576,1.0,0.5490196078431373,-0.11211649665180626
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.008373048000331068,-0.0007561747696804844,0.008394074140704477,-0.00043588325034793485,-0.15355615220124585,0.06405801968567942,0.5,0.5310734463276836,-0.008373048000331068
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.2866726140132196,-0.0316492079080648,-0.02249895899767984,-0.0020650811529181468,-0.37869249960033424,-0.19409811477176736,1.0,0.630057803468208,-0.2866726140132196
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,-0.08165535645150834,-0.04009521725079557,-0.030944968340410606,-0.0027530497856906866,-0.19564304071164967,0.026664092431329535,0.9166666666666666,0.5,-0.08165535645150834
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.029946718000072807,-0.01697136319449344,-0.007821114284108477,-0.0022203196144677806,-0.13667157459306395,0.03267888548992848,0.75,0.5,-0.029946718000072807
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.28793244884178626,0.006421942641642087,0.015572191552027048,-0.0028809406797762893,0.23385893621940423,0.34654216265370863,1.0,0.660377358490566,0.28793244884178626
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-665,mouse,skeletal muscle,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,-0.07288028743665076,-0.021822828869416,-0.012672579959031038,-0.0031713936055242087,-0.20553661903084441,0.00483946495175989,0.9166666666666666,0.53125,-0.07288028743665076
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.25946189638597883,0.07138719387602199,0.011658654355544584,-0.0012374747344432446,0.16650549104385323,0.3889897511953937,1.0,0.5978260869565217,0.25946189638597883
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.06867216547363923,0.007532860190945456,-0.05219567932953195,-0.010625776635437068,0.00626440919587367,0.13851131459136057,1.0,0.5620437956204379,0.06867216547363923
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.0005908767261078214,-0.028014149744749695,-0.0877426892652271,-0.012340858740983895,-0.05450889593999243,0.04067356033072238,0.5833333333333334,0.45789473684210524,-0.0007926089744692
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.5221216747902564,0.10590278435486322,0.046174244834385814,0.0050275401951087595,0.4557518788412158,0.5847260631243605,1.0,0.7156862745098039,0.5221216747902564
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.2154886116117406,0.07273254989998912,0.01300401037951171,0.001727606498013401,0.1030841269086279,0.3504752505440111,1.0,0.5988700564971752,0.2154886116117406
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.12284245503615987,-0.0074807720147580525,-0.06720931153523546,-0.0045531269078035175,-0.23434404797980218,0.06269022743115882,0.8333333333333334,0.5375722543352601,-0.12284245503615987
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.07093955707113997,0.025269215968861225,-0.03445932355161618,-0.004589540309124729,-0.008323789337594692,0.13852320871644822,0.9166666666666666,0.5454545454545454,0.07093955707113997
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.21853603186782877,0.06699895790417587,0.007270418383698463,-0.0022810317097354815,0.15292362175757676,0.2749418108508749,1.0,0.5967741935483871,0.21853603186782877
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.4621423658863645,0.06276507049494429,0.003036530974466878,-0.0035312298469458714,0.3966955102194363,0.5353950349953197,1.0,0.6509433962264151,0.4621423658863645
OSD-666|Right quadriceps femoris|52cb5fea,OSD-666,mouse,skeletal muscle,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.15956040249094683,0.007942589956655866,-0.05178594956382154,-0.004426339203941754,0.10275385074853136,0.2212866790994042,1.0,0.5729166666666666,0.15956040249094683
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,-0.006846084491154701,0.004933763578858219,0.036705397048252486,0.007064978473506622,-0.23946628177077028,0.11494173328096449,0.3333333333333333,0.483695652173913,-0.006846084491154701
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.13860071733505624,-0.02881789881817598,0.002953734651218287,-0.000471456316287755,-0.3615044327388889,0.03810168082285242,0.8333333333333334,0.5547445255474452,-0.13860071733505624
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.07526095907543517,-0.1424810148285407,-0.11070938135914643,-0.02119105049137837,-0.44155175476940745,0.13242999165172104,0.3333333333333333,0.5684210526315789,-0.07142735319547706
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.18123581470853592,-0.03196497660836428,-0.00019334313897001465,-0.0016083430844585633,-0.42553311866642984,0.11583633211205346,0.8333333333333334,0.6470588235294118,-0.18123581470853592
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.12045338656044598,-0.027144003926080185,0.004627629543314082,0.0029381138921953376,-0.34656800944949895,0.03029101654338468,0.8333333333333334,0.5875706214689266,-0.12045338656044598
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,0.1396448774635679,0.022548602495579217,0.054320235964973484,0.0010326358673726777,-0.122836226354406,0.33912618538890127,0.6666666666666666,0.5895953757225434,0.1396448774635679
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.03264912017142581,-0.0046523215926495,0.027119311876744767,-0.001084784541757644,-0.13240088092935853,0.10791148932309821,0.6666666666666666,0.5,0.03264912017142581
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.04119982625576389,0.02320332453489371,0.05497495800428798,0.008450355527666265,-0.06467697474757787,0.13765290275639647,0.6666666666666666,0.4731182795698925,0.04119982625576389
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,-0.013626092566014464,-0.013886454556160999,0.01788517891323327,-0.00238674372261527,-0.15963019561608485,0.1572874275761685,0.6666666666666666,0.5283018867924528,-0.013626092566014464
OSD-667|Colon|1cbbec91,OSD-667,mouse,colon,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,-0.05998511512760557,-0.10062676813362925,-0.06885513466423498,-0.014735593654980561,-0.4210717136871234,0.1461709510178571,0.3333333333333333,0.5364583333333334,-0.05998511512760557
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.1702350139178886,0.04340734559556747,0.019922293942898905,0.0005496005294418627,0.027668434868703556,0.3047473606438502,1.0,0.5489130434782609,0.1702350139178886
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.18694295633501962,0.03048435186201326,0.006999300209344694,-0.002788627610477823,0.11614527994835441,0.23018573212043258,1.0,0.583941605839416,0.18694295633501962
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.059357692886303284,-0.001457294640376583,-0.024942346293045148,-0.0010537306008176484,-0.017839706365807468,0.11649669312555347,0.8888888888888888,0.5,0.05967175475342659
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.4636776539585127,0.10470253445841182,0.08121748280574326,0.002511642089521038,0.35373610574347014,0.5478781008205318,1.0,0.6764705882352942,0.4636776539585127
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.21124654488840572,0.0353994028898843,0.011914351237215737,0.003374711196300839,0.07040236680350023,0.31804303119815575,1.0,0.5875706214689266,0.21124654488840572
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.1841877503165307,-0.01112444770588894,-0.034609499358557505,-0.0026640480723600923,-0.39942005167671135,-0.07519926556394442,1.0,0.6242774566473989,-0.1841877503165307
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.395282805847626,0.08420737752352281,0.060722325870854243,0.0077527250746834975,0.27378391691115417,0.520017473437414,1.0,0.6590909090909091,0.395282805847626
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.13368429110976315,0.03374315585647336,0.010258104203804796,-0.0008528941500128839,0.03166989482878003,0.23356732627562157,1.0,0.532258064516129,0.13368429110976315
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.5820839190960275,0.07691556743621453,0.05343051578354596,0.003178661557251883,0.5121890090353155,0.7111840099513408,1.0,0.7075471698113207,0.5820839190960275
OSD-686|Liver|df0bb62b,OSD-686,mouse,liver,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.09829918680815045,0.014226377205685203,-0.009258674446983362,0.003769587775213523,0.024306996544250066,0.14592624545334215,1.0,0.4791666666666667,0.09829918680815045
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,-0.3652950711096704,-0.09511929186840495,0.12956271916557882,0.02542993257739734,-0.4654359428095508,-0.19363715697938605,1.0,0.6684782608695652,-0.3652950711096704
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-1.1761771804260888,-0.3782395252078734,-0.15355751417388963,-0.01012692499296075,-1.2829172586522544,-1.1287727789677793,1.0,0.9416058394160584,-1.1761771804260888
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.4762542113999136,-0.14558193281194853,0.07910007822203524,0.008503855253034986,-0.6001954582850031,-0.27359513464312596,1.0,0.7263157894736842,-0.48793510288672304
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.9873770315213792,-0.3199984126730393,-0.09531640163905553,0.0003599835362214643,-1.0820660959362671,-0.9081618244398337,1.0,0.9117647058823529,-0.9873770315213792
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.542136916005959,-0.16472120300415938,0.0599608080298244,0.005713609802529884,-0.5960677973225738,-0.38915055001904275,1.0,0.751412429378531,-0.542136916005959
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-1.2316912922801941,-0.4285912974836288,-0.203909286449645,-0.008093279640079776,-1.3511839998103257,-1.1678438385636634,1.0,0.9826589595375722,-1.2316912922801941
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,-0.9323013246670688,-0.35210984714583304,-0.12742783611184927,-0.005795591923188237,-1.0372689220967677,-0.8686347726837359,1.0,0.9090909090909091,-0.9323013246670688
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.7491515516615548,-0.22534887490320088,-0.0006668638692171047,0.007587682446493771,-0.818566248941357,-0.6674414175121316,1.0,0.8118279569892473,-0.7491515516615548
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,-0.8378172441377936,-0.2698165435554851,-0.04513453252150135,0.0025158787924027814,-0.942622168677586,-0.7431766687906809,1.0,0.8679245283018868,-0.8378172441377936
OSD-770|Right soleus|df447f03,OSD-770,mouse,skeletal muscle,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,-0.2864046181277174,-0.13548601149361472,0.08919599954036905,0.01451690547496065,-0.34253369461138083,-0.17577916627538073,1.0,0.59375,-0.2864046181277174
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.35298075233082365,0.10044295294632155,0.10528179932345649,0.016894504651729703,0.2883056533695869,0.41234619899994596,1.0,0.657608695652174,0.35298075233082365
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.4476324389810724,-0.044208311065669026,-0.039369464688534084,-0.005311604788526658,-0.5560205559518407,-0.3015667631697527,1.0,0.7226277372262774,-0.4476324389810724
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.22835489680342913,-0.00645250408469078,-0.0016136577075558378,0.0012326108710617456,-0.271899871062089,-0.13910493150169495,1.0,0.5684210526315789,-0.22629526058725738
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.0322780658184196,0.010907182269090487,0.01574602864622543,0.0031930356492522183,-0.13480117682266513,0.12274042021672246,0.8333333333333334,0.49019607843137253,-0.0322780658184196
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.20281497898441536,0.03918405236999045,0.044022898747125394,0.008024008350082434,0.11309899022510608,0.2870600235368727,1.0,0.559322033898305,0.20281497898441536
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,0.05778656249021526,0.006268327578413668,0.01110717395554861,0.0008851890603491785,-0.11493938699029016,0.2122159011014537,0.8333333333333334,0.5491329479768786,0.05778656249021526
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.14133250889468252,0.014700047259049942,0.019538893636184884,0.005943210542617039,0.07691362072714517,0.33441578292200835,1.0,0.6363636363636364,0.14133250889468252
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.08231681671886884,0.019388636087207978,0.02422748246434292,0.0037675769640291845,-0.14950510761957003,0.05909570589141164,0.9166666666666666,0.5483870967741935,-0.08231681671886884
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,-0.21665593580946985,-0.03675332367595896,-0.03191447729882402,-0.0019483791501033743,-0.29914406975738095,-0.038895327244208175,1.0,0.5943396226415094,-0.21665593580946985
OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-99,mouse,skeletal muscle,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,-0.27849453359774246,-0.030895760386354,-0.026056914009219057,-0.0032819254405244136,-0.3360783801935329,-0.2030864265365252,1.0,0.6510416666666666,-0.27849453359774246
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,183,200,184,0.9945652173913043,0.915,ok,0.48179960980305236,0.11633721437264488,-0.013175336317523323,-0.005981134298242319,0.3878895937232009,0.6758959714749251,1.0,0.6502732240437158,0.48179960980305236
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.9935698049221464,0.17224385232240946,0.04273130163224126,0.0011221918481116866,0.8630196409001394,1.1385187637691139,1.0,0.8467153284671532,0.9935698049221464
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.56302802677434,0.14164943794082596,0.012136887250657757,-0.00047948039485001814,0.49107998482983595,0.6785266059550932,1.0,0.6842105263157895,0.5746917276801818
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.9380432718543039,0.17801980172691767,0.048507251036749466,-0.002507814250757967,0.8501296671326992,1.060888412117559,1.0,0.7941176470588235,0.9380432718543039
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.40164552233237605,0.07413402509659872,-0.05537852559356948,-0.004340706419348472,0.3482255054653944,0.48676491166849206,1.0,0.5932203389830508,0.40164552233237605
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,1.1088312155360196,0.177822292129183,0.048309741439014786,0.0034138427156562567,0.9876557614989911,1.2189353234801459,1.0,0.8670520231213873,1.1088312155360196
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Reactive Oxygen Species Pathway,43,49,44,0.9772727272727273,0.8775510204081632,ok,0.47880345201442415,0.10270723412463134,-0.026805316565536863,-0.005743665221980221,0.30675276238202137,0.7215032190298096,1.0,0.6744186046511628,0.47880345201442415
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.5226374446200758,0.10342406412072513,-0.02608848656944307,-0.006474261482285026,0.4068738918481075,0.7083032795689783,1.0,0.6720430107526881,0.5226374446200758
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.7393722076450722,0.1499303725647665,0.020417821874598285,0.0011959948196412773,0.618693373699965,0.9139898816962202,1.0,0.7641509433962265,0.7393722076450722
GSE298393|OS,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.4654685911125491,0.10745956121213052,-0.022052989478037688,0.0014366471412952109,0.400696961255655,0.5081818144176594,1.0,0.65625,0.4654685911125491
GSE298393|YA,GSE298393,human,skeletal muscle,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,183,200,184,0.9945652173913043,0.915,ok,-0.3879228584237772,-0.14568812342255422,-0.17926473079835126,-0.028207700572777217,-0.6433948010799941,-0.2044682478774585,1.0,0.6557377049180327,-0.3879228584237772
GSE298393|YA,GSE298393,human,skeletal muscle,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.5745051859690098,0.10241284259479455,0.06883623521899751,0.009047455783808722,0.4199522863624351,0.8242337129574338,1.0,0.781021897810219,0.5745051859690098
GSE298393|YA,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.10612860637495072,-0.004673459795876411,-0.03825006717167345,-0.00831771574009954,0.05466377762019156,0.16345400544295252,1.0,0.5421052631578948,0.114874566574566
GSE298393|YA,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.2777091232404925,0.031502857658208594,-0.0020737497175884467,-0.003134228080697521,0.1310546471350369,0.5836919898348513,1.0,0.6372549019607843,0.2777091232404925
GSE298393|YA,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.18178307499113805,-0.07890059279099026,-0.1124772001667873,-0.015572336377345453,-0.3602251074632636,-0.08463334015094884,1.0,0.4971751412429379,-0.18178307499113805
GSE298393|YA,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,0.9242298316315305,0.15825217103797407,0.12467556366217702,0.008162316609138465,0.809841340207018,1.0859063957401554,1.0,0.8554913294797688,0.9242298316315305
GSE298393|YA,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Reactive Oxygen Species Pathway,43,49,44,0.9772727272727273,0.8775510204081632,ok,0.15450340450858255,0.008076768642825805,-0.025499838732971236,-0.00908293400892013,-0.020664913021649196,0.3774286459398647,0.8333333333333334,0.5813953488372093,0.15450340450858255
GSE298393|YA,GSE298393,human,skeletal muscle,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.04707088573494139,-0.027101435000911778,-0.06067804237670882,-0.008355170920408161,-0.17867724865129608,0.10546522890941558,0.6666666666666666,0.5053763440860215,-0.04707088573494139
GSE298393|YA,GSE298393,human,skeletal muscle,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.041659179571308685,-0.0064561179393916035,-0.040032725315188644,-0.007128602786375171,-0.14929450610033687,0.24378552920791247,0.6666666666666666,0.5188679245283019,0.041659179571308685
