study,sample,species,tissue,condition_name,unit,survey_source,platform_id,instrument_model,library_strategy,library_source,library_selection,id.assay name,library_type,study.parameter value.sample preservation method,study.parameter value.carcass preservation method
OSD-457,GSM4613961,mouse,liver,flight,GSM4613961,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613966,mouse,liver,flight,GSM4613966,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613959,mouse,liver,flight,GSM4613959,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613962,mouse,liver,flight,GSM4613962,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613932,mouse,bone,ground,GSM4613932,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613930,mouse,bone,ground,GSM4613930,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613931,mouse,bone,ground,GSM4613931,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613924,mouse,bone,flight,GSM4613924,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613925,mouse,bone,flight,GSM4613925,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613926,mouse,bone,flight,GSM4613926,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613929,mouse,bone,ground,GSM4613929,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613928,mouse,bone,ground,GSM4613928,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613927,mouse,bone,ground,GSM4613927,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613921,mouse,bone,flight,GSM4613921,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613922,mouse,bone,flight,GSM4613922,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613923,mouse,bone,flight,GSM4613923,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613956,mouse,spleen,ground,GSM4613956,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613955,mouse,spleen,ground,GSM4613955,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613948,mouse,spleen,ground,GSM4613948,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613946,mouse,spleen,ground,GSM4613946,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613945,mouse,spleen,ground,GSM4613945,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613953,mouse,spleen,ground,GSM4613953,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613941,mouse,spleen,flight,GSM4613941,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613944,mouse,spleen,flight,GSM4613944,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613934,mouse,spleen,flight,GSM4613934,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613943,mouse,spleen,flight,GSM4613943,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613936,mouse,spleen,flight,GSM4613936,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613933,mouse,spleen,flight,GSM4613933,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613949,mouse,spleen,ground,GSM4613949,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613954,mouse,spleen,ground,GSM4613954,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613947,mouse,spleen,ground,GSM4613947,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613952,mouse,spleen,ground,GSM4613952,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613950,mouse,spleen,ground,GSM4613950,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613951,mouse,spleen,ground,GSM4613951,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613939,mouse,spleen,flight,GSM4613939,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613937,mouse,spleen,flight,GSM4613937,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613935,mouse,spleen,flight,GSM4613935,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613938,mouse,spleen,flight,GSM4613938,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613942,mouse,spleen,flight,GSM4613942,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613940,mouse,spleen,flight,GSM4613940,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614055,mouse,bone,ground,GSM4614055,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613916,mouse,bone,ground,GSM4613916,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614058,mouse,bone,ground,GSM4614058,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614057,mouse,bone,ground,GSM4614057,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613912,mouse,bone,ground,GSM4613912,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613910,mouse,bone,ground,GSM4613910,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614061,mouse,bone,flight,GSM4614061,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613911,mouse,bone,flight,GSM4613911,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613915,mouse,bone,flight,GSM4613915,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614064,mouse,bone,flight,GSM4614064,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614063,mouse,bone,flight,GSM4614063,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613909,mouse,bone,flight,GSM4613909,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614056,mouse,bone,ground,GSM4614056,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613918,mouse,bone,ground,GSM4613918,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613920,mouse,bone,ground,GSM4613920,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613914,mouse,bone,ground,GSM4613914,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614054,mouse,bone,ground,GSM4614054,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614053,mouse,bone,ground,GSM4614053,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613913,mouse,bone,flight,GSM4613913,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613917,mouse,bone,flight,GSM4613917,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613919,mouse,bone,flight,GSM4613919,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614062,mouse,bone,flight,GSM4614062,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614059,mouse,bone,flight,GSM4614059,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614060,mouse,bone,flight,GSM4614060,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614008,mouse,adipose,ground,GSM4614008,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614016,mouse,adipose,ground,GSM4614016,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614006,mouse,adipose,ground,GSM4614006,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614005,mouse,adipose,ground,GSM4614005,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614013,mouse,adipose,ground,GSM4614013,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614015,mouse,adipose,ground,GSM4614015,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614020,mouse,adipose,flight,GSM4614020,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614025,mouse,adipose,flight,GSM4614025,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614017,mouse,adipose,flight,GSM4614017,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614018,mouse,adipose,flight,GSM4614018,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614028,mouse,adipose,flight,GSM4614028,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614027,mouse,adipose,flight,GSM4614027,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614011,mouse,adipose,ground,GSM4614011,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614009,mouse,adipose,ground,GSM4614009,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614007,mouse,adipose,ground,GSM4614007,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614010,mouse,adipose,ground,GSM4614010,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614014,mouse,adipose,ground,GSM4614014,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614012,mouse,adipose,ground,GSM4614012,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614024,mouse,adipose,flight,GSM4614024,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614026,mouse,adipose,flight,GSM4614026,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614021,mouse,adipose,flight,GSM4614021,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614019,mouse,adipose,flight,GSM4614019,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614022,mouse,adipose,flight,GSM4614022,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614023,mouse,adipose,flight,GSM4614023,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614052,mouse,thymus,ground,GSM4614052,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614044,mouse,thymus,ground,GSM4614044,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614049,mouse,thymus,ground,GSM4614049,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614041,mouse,thymus,ground,GSM4614041,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614042,mouse,thymus,ground,GSM4614042,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614051,mouse,thymus,ground,GSM4614051,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614037,mouse,thymus,flight,GSM4614037,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614032,mouse,thymus,flight,GSM4614032,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614039,mouse,thymus,flight,GSM4614039,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614029,mouse,thymus,flight,GSM4614029,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614030,mouse,thymus,flight,GSM4614030,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614040,mouse,thymus,flight,GSM4614040,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614047,mouse,thymus,ground,GSM4614047,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614048,mouse,thymus,ground,GSM4614048,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614050,mouse,thymus,ground,GSM4614050,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614043,mouse,thymus,ground,GSM4614043,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614046,mouse,thymus,ground,GSM4614046,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614045,mouse,thymus,ground,GSM4614045,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614034,mouse,thymus,flight,GSM4614034,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614038,mouse,thymus,flight,GSM4614038,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614033,mouse,thymus,flight,GSM4614033,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614031,mouse,thymus,flight,GSM4614031,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614036,mouse,thymus,flight,GSM4614036,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614035,mouse,thymus,flight,GSM4614035,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613982,mouse,adipose,ground,GSM4613982,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613991,mouse,adipose,ground,GSM4613991,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613989,mouse,adipose,ground,GSM4613989,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613981,mouse,adipose,ground,GSM4613981,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613992,mouse,adipose,ground,GSM4613992,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613984,mouse,adipose,ground,GSM4613984,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614003,mouse,adipose,flight,GSM4614003,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614004,mouse,adipose,flight,GSM4614004,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613996,mouse,adipose,flight,GSM4613996,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613993,mouse,adipose,flight,GSM4613993,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614001,mouse,adipose,flight,GSM4614001,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613994,mouse,adipose,flight,GSM4613994,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613983,mouse,adipose,ground,GSM4613983,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613985,mouse,adipose,ground,GSM4613985,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613990,mouse,adipose,ground,GSM4613990,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613988,mouse,adipose,ground,GSM4613988,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613987,mouse,adipose,ground,GSM4613987,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613986,mouse,adipose,ground,GSM4613986,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613995,mouse,adipose,flight,GSM4613995,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613999,mouse,adipose,flight,GSM4613999,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614000,mouse,adipose,flight,GSM4614000,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613998,mouse,adipose,flight,GSM4613998,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4614002,mouse,adipose,flight,GSM4614002,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-457,GSM4613997,mouse,adipose,flight,GSM4613997,general_survey_2026-09-12,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_GC_G2,mouse,liver,ground,RR23_LVR_GC_G2,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_GC_G7,mouse,liver,ground,RR23_LVR_GC_G7,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_GC_G3,mouse,liver,ground,RR23_LVR_GC_G3,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_GC_G6,mouse,liver,ground,RR23_LVR_GC_G6,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
